#EXPORTTYPE:DATA ALL 
#FILE:MoC desorb Ar 1000C 20Kpm.ngb-sss 
#FORMAT:NETZSCH5 
#FTYPE:ANSI 
#IDENTITY:desorb 1000C 
#DECIMAL:POINT 
#SEPARATOR:SEMICOLON 
#MTYPE:DSC 
#INSTRUMENT:NETZSCH STA 409C/CD 
#PROJECT: 
#DATE/TIME:06.07.2017 10:50 
#CORR. FILE: 
#TEMPCAL:TCALZERO.TCX 
#SENSITIVITY:SENSZERO.EXX 
#LABORATORY: 
#OPERATOR: 
#REMARK:MFC 2 S.P. = 60 SCCM (Ar)  MFC 3 S.P. = 20 SCCM (Ar) 
#SAMPLE:MoC SKN 2-14-3 
#SAMPLE MASS /mg:80.5 
#MATERIAL: 
#REFERENCE: 
#REFERENCE MASS /mg:0 
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3 
#SAMPLE CRUCIBLE MASS /mg:166 
#REFERENCE CRUCIBLE MASS /mg:0 
#GAS 1:AIR(80/20) 
#FLOW RATE 1 /(ml/min):0 
#GAS 2:ARGON 
#FLOW RATE 2 /(ml/min):60 
#DSC RANGE /µV:5000 
#TG RANGE /mg:50000 
#TAU-R:--- 
#CORR. CODE:000 
#EXO:-1 
#RANGE:25.0°C....1000.0°C/-99.0....20.0K/min 
#SEGMENT:S1-3/3 
#SEG. 1:25.0°C/20.0(K/min)/1000.0°C 
#SEG. 2:1000.0°C/01:00/1000.0°C 
#SEG. 3:1000.0°C/99.0(K/min)/100.0°C 
 
##Temp./°C;Time/min;DSC/uV;Mass/%;Sensit./(uV/mW);Segment 
972.60888; 51.52000;      -6.89180; 85.78567;1.00000;2
972.63481; 51.54000;      -6.86216; 85.78300;1.00000;2
972.65874; 51.56000;      -6.83419; 85.78233;1.00000;2
972.68125; 51.58000;      -6.80705; 85.78283;1.00000;2
972.70366; 51.60000;      -6.77910; 85.78224;1.00000;2
972.72660; 51.62000;      -6.74965; 85.77968;1.00000;2
972.74941; 51.64000;      -6.71985; 85.77689;1.00000;2
972.77141; 51.66000;      -6.69094; 85.77571;1.00000;2
972.79285; 51.68000;      -6.66305; 85.77597;1.00000;2
972.81449; 51.70000;      -6.63569; 85.77649;1.00000;2
972.83675; 51.72000;      -6.60840; 85.77657;1.00000;2
972.85934; 51.74000;      -6.58077; 85.77643;1.00000;2
972.88190; 51.76000;      -6.55248; 85.77637;1.00000;2
972.90432; 51.78000;      -6.52422; 85.77640;1.00000;2
972.92656; 51.80000;      -6.49716; 85.77638;1.00000;2
972.94863; 51.82000;      -6.47197; 85.77628;1.00000;2
972.97055; 51.84000;      -6.44826; 85.77633;1.00000;2
972.99243; 51.86000;      -6.42560; 85.77671;1.00000;2
973.01501; 51.88000;      -6.40403; 85.77691;1.00000;2
973.03931; 51.90000;      -6.38385; 85.77604;1.00000;2
973.06494; 51.92000;      -6.36456; 85.77378;1.00000;2
973.08874; 51.94000;      -6.34424; 85.77090;1.00000;2
973.10768; 51.96000;      -6.32116; 85.76819;1.00000;2
973.12264; 51.98000;      -6.29692; 85.76576;1.00000;2
973.13652; 52.00000;      -6.27486; 85.76337;1.00000;2
973.15139; 52.02000;      -6.25580; 85.76087;1.00000;2
973.16768; 52.04000;      -6.23572; 85.75837;1.00000;2
973.18546; 52.06000;      -6.21061; 85.75598;1.00000;2
973.20349; 52.08000;      -6.18136; 85.75355;1.00000;2
973.21983; 52.10000;      -6.15136; 85.75084;1.00000;2
973.23396; 52.12000;      -6.12265; 85.74796;1.00000;2
973.24815; 52.14000;      -6.09455; 85.74570;1.00000;2
973.26464; 52.16000;      -6.06627; 85.74483;1.00000;2
973.28241; 52.18000;      -6.03884; 85.74502;1.00000;2
973.29882; 52.20000;      -6.01421; 85.74541;1.00000;2
973.31266; 52.22000;      -5.99289; 85.74547;1.00000;2
973.32564; 52.24000;      -5.97268; 85.74537;1.00000;2
973.33959; 52.26000;      -5.95131; 85.74530;1.00000;2
973.35489; 52.28000;      -5.92899; 85.74532;1.00000;2
973.37113; 52.30000;      -5.90718; 85.74535;1.00000;2
973.38742; 52.32000;      -5.88689; 85.74535;1.00000;2
973.40191; 52.34000;      -5.86819; 85.74534;1.00000;2
973.41311; 52.36000;      -5.85094; 85.74534;1.00000;2
973.42335; 52.38000;      -5.83423; 85.74534;1.00000;2
973.43690; 52.40000;      -5.81674; 85.74534;1.00000;2
973.45516; 52.42000;      -5.79788; 85.74534;1.00000;2
973.47386; 52.44000;      -5.77854; 85.74534;1.00000;2
973.48867; 52.46000;      -5.75970; 85.74533;1.00000;2
973.50032; 52.48000;      -5.74170; 85.74533;1.00000;2
973.51211; 52.50000;      -5.72454; 85.74535;1.00000;2
973.52598; 52.52000;      -5.70790; 85.74538;1.00000;2
973.54113; 52.54000;      -5.69075; 85.74536;1.00000;2
973.55650; 52.56000;      -5.67228; 85.74525;1.00000;2
973.57172; 52.58000;      -5.65415; 85.74520;1.00000;2
973.58674; 52.60000;      -5.63922; 85.74544;1.00000;2
973.60145; 52.62000;      -5.62795; 85.74585;1.00000;2
973.61560; 52.64000;      -5.61611; 85.74561;1.00000;2
973.62901; 52.66000;      -5.59968; 85.74396;1.00000;2
973.64236; 52.68000;      -5.58133; 85.74126;1.00000;2
973.65677; 52.70000;      -5.56717; 85.73848;1.00000;2
973.67239; 52.72000;      -5.55953; 85.73607;1.00000;2
973.68751; 52.74000;      -5.55329; 85.73361;1.00000;2
973.70048; 52.76000;      -5.54309; 85.73066;1.00000;2
973.71236; 52.78000;      -5.52859; 85.72790;1.00000;2
973.72552; 52.80000;      -5.51205; 85.72657;1.00000;2
973.74074; 52.82000;      -5.49569; 85.72688;1.00000;2
973.75563; 52.84000;      -5.48165; 85.72696;1.00000;2
973.76783; 52.86000;      -5.47160; 85.72506;1.00000;2
973.77873; 52.88000;      -5.46310; 85.72207;1.00000;2
973.79159; 52.90000;      -5.45162; 85.72028;1.00000;2
973.80740; 52.92000;      -5.43536; 85.72051;1.00000;2
973.82270; 52.94000;      -5.41784; 85.72072;1.00000;2
973.83410; 52.96000;      -5.40281; 85.71890;1.00000;2
973.84287; 52.98000;      -5.39061; 85.71590;1.00000;2
973.85274; 53.00000;      -5.37988; 85.71405;1.00000;2
973.86594; 53.02000;      -5.36920; 85.71424;1.00000;2
973.88175; 53.04000;      -5.35715; 85.71448;1.00000;2
973.89905; 53.06000;      -5.34266; 85.71280;1.00000;2
973.91595; 53.08000;      -5.32785; 85.70987;1.00000;2
973.93020; 53.10000;      -5.31640; 85.70772;1.00000;2
973.94113; 53.12000;      -5.30962; 85.70739;1.00000;2
973.95124; 53.14000;      -5.30413; 85.70794;1.00000;2
973.96307; 53.16000;      -5.29646; 85.70829;1.00000;2
973.97628; 53.18000;      -5.28696; 85.70824;1.00000;2
973.98910; 53.20000;      -5.27790; 85.70802;1.00000;2
974.00080; 53.22000;      -5.27039; 85.70786;1.00000;2
974.01277; 53.24000;      -5.26319; 85.70798;1.00000;2
974.02633; 53.26000;      -5.25496; 85.70849;1.00000;2
974.04043; 53.28000;      -5.24616; 85.70873;1.00000;2
974.05280; 53.30000;      -5.23814; 85.70761;1.00000;2
974.06256; 53.32000;      -5.23087; 85.70495;1.00000;2
974.07158; 53.34000;      -5.22169; 85.70231;1.00000;2
974.08179; 53.36000;      -5.20818; 85.70125;1.00000;2
974.09292; 53.38000;      -5.19263; 85.70151;1.00000;2
974.10355; 53.40000;      -5.17979; 85.70192;1.00000;2
974.11296; 53.42000;      -5.17130; 85.70187;1.00000;2
974.12181; 53.44000;      -5.16275; 85.70181;1.00000;2
974.13077; 53.46000;      -5.14969; 85.70221;1.00000;2
974.13939; 53.48000;      -5.13329; 85.70247;1.00000;2
974.14666; 53.50000;      -5.11761; 85.70142;1.00000;2
974.15280; 53.52000;      -5.10461; 85.69881;1.00000;2
974.16051; 53.54000;      -5.09211; 85.69614;1.00000;2
974.17229; 53.56000;      -5.07787; 85.69490;1.00000;2
974.18667; 53.58000;      -5.06319; 85.69507;1.00000;2
974.20011; 53.60000;      -5.05115; 85.69586;1.00000;2
974.21121; 53.62000;      -5.04335; 85.69644;1.00000;2
974.22270; 53.64000;      -5.03846; 85.69601;1.00000;2
974.23730; 53.66000;      -5.03482; 85.69393;1.00000;2
974.25334; 53.68000;      -5.03070; 85.69109;1.00000;2
974.26695; 53.70000;      -5.02438; 85.68912;1.00000;2
974.27637; 53.72000;      -5.01557; 85.68882;1.00000;2
974.28403; 53.74000;      -5.00684; 85.68932;1.00000;2
974.29258; 53.76000;      -5.00064; 85.68964;1.00000;2
974.30236; 53.78000;      -4.99581; 85.68960;1.00000;2
974.31253; 53.80000;      -4.98932; 85.68938;1.00000;2
974.32217; 53.82000;      -4.97961; 85.68922;1.00000;2
974.33029; 53.84000;      -4.96801; 85.68934;1.00000;2
974.33609; 53.86000;      -4.95600; 85.68988;1.00000;2
974.34050; 53.88000;      -4.94364; 85.69014;1.00000;2
974.34534; 53.90000;      -4.93028; 85.68895;1.00000;2
974.35130; 53.92000;      -4.91548; 85.68616;1.00000;2
974.35685; 53.94000;      -4.89927; 85.68360;1.00000;2
974.36056; 53.96000;      -4.88178; 85.68299;1.00000;2
974.36391; 53.98000;      -4.86360; 85.68348;1.00000;2
974.36987; 54.00000;      -4.84554; 85.68286;1.00000;2
974.37918; 54.02000;      -4.82833; 85.68028;1.00000;2
974.38826; 54.04000;      -4.81245; 85.67750;1.00000;2
974.39360; 54.06000;      -4.79839; 85.67636;1.00000;2
974.39671; 54.08000;      -4.78636; 85.67663;1.00000;2
974.40164; 54.10000;      -4.77649; 85.67708;1.00000;2
974.41032; 54.12000;      -4.76856; 85.67703;1.00000;2
974.42051; 54.14000;      -4.76167; 85.67697;1.00000;2
974.42973; 54.16000;      -4.75493; 85.67737;1.00000;2
974.43759; 54.18000;      -4.74795; 85.67762;1.00000;2
974.44475; 54.20000;      -4.74064; 85.67657;1.00000;2
974.45167; 54.22000;      -4.73307; 85.67396;1.00000;2
974.45838; 54.24000;      -4.72557; 85.67128;1.00000;2
974.46492; 54.26000;      -4.71850; 85.67008;1.00000;2
974.47192; 54.28000;      -4.71200; 85.67028;1.00000;2
974.48030; 54.30000;      -4.70608; 85.67098;1.00000;2
974.49012; 54.32000;      -4.70092; 85.67143;1.00000;2
974.49982; 54.34000;      -4.69699; 85.67108;1.00000;2
974.50785; 54.36000;      -4.69457; 85.66949;1.00000;2
974.51472; 54.38000;      -4.69212; 85.66689;1.00000;2
974.52194; 54.40000;      -4.68715; 85.66381;1.00000;2
974.53012; 54.42000;      -4.67899; 85.66087;1.00000;2
974.53815; 54.44000;      -4.67053; 85.65872;1.00000;2
974.54489; 54.46000;      -4.66464; 85.65794;1.00000;2
974.55097; 54.48000;      -4.66068; 85.65813;1.00000;2
974.55793; 54.50000;      -4.65621; 85.65842;1.00000;2
974.56649; 54.52000;      -4.64997; 85.65834;1.00000;2
974.57572; 54.54000;      -4.64297; 85.65832;1.00000;2
974.58455; 54.56000;      -4.63636; 85.65876;1.00000;2
974.59226; 54.58000;      -4.63003; 85.65901;1.00000;2
974.59832; 54.60000;      -4.62321; 85.65793;1.00000;2
974.60290; 54.62000;      -4.61550; 85.65528;1.00000;2
974.60761; 54.64000;      -4.60715; 85.65263;1.00000;2
974.61401; 54.66000;      -4.59853; 85.65156;1.00000;2
974.62218; 54.68000;      -4.59034; 85.65182;1.00000;2
974.63139; 54.70000;      -4.58344; 85.65223;1.00000;2
974.64101; 54.72000;      -4.57813; 85.65216;1.00000;2
974.65065; 54.74000;      -4.57362; 85.65211;1.00000;2
974.65996; 54.76000;      -4.56910; 85.65256;1.00000;2
974.66909; 54.78000;      -4.56490; 85.65284;1.00000;2
974.67838; 54.80000;      -4.56191; 85.65169;1.00000;2
974.68787; 54.82000;      -4.56035; 85.64890;1.00000;2
974.69688; 54.84000;      -4.55914; 85.64633;1.00000;2
974.70476; 54.86000;      -4.55716; 85.64575;1.00000;2
974.71150; 54.88000;      -4.55413; 85.64625;1.00000;2
974.71742; 54.90000;      -4.55019; 85.64556;1.00000;2
974.72268; 54.92000;      -4.54534; 85.64286;1.00000;2
974.72709; 54.94000;      -4.53926; 85.64015;1.00000;2
974.73049; 54.96000;      -4.53170; 85.63946;1.00000;2
974.73347; 54.98000;      -4.52343; 85.63996;1.00000;2
974.73701; 55.00000;      -4.51568; 85.63939;1.00000;2
974.74182; 55.02000;      -4.50889; 85.63683;1.00000;2
974.74815; 55.04000;      -4.50193; 85.63403;1.00000;2
974.75605; 55.06000;      -4.49363; 85.63285;1.00000;2
974.76412; 55.08000;      -4.48437; 85.63311;1.00000;2
974.77021; 55.10000;      -4.47532; 85.63364;1.00000;2
974.77346; 55.12000;      -4.46697; 85.63372;1.00000;2
974.77547; 55.14000;      -4.45850; 85.63358;1.00000;2
974.77796; 55.16000;      -4.44907; 85.63348;1.00000;2
974.78124; 55.18000;      -4.43890; 85.63350;1.00000;2
974.78494; 55.20000;      -4.42876; 85.63356;1.00000;2
974.78894; 55.22000;      -4.41912; 85.63360;1.00000;2
974.79364; 55.24000;      -4.40981; 85.63357;1.00000;2
974.79941; 55.26000;      -4.40058; 85.63343;1.00000;2
974.80565; 55.28000;      -4.39114; 85.63337;1.00000;2
974.81130; 55.30000;      -4.38120; 85.63366;1.00000;2
974.81572; 55.32000;      -4.37071; 85.63415;1.00000;2
974.81923; 55.34000;      -4.36011; 85.63386;1.00000;2
974.82222; 55.36000;      -4.34985; 85.63190;1.00000;2
974.82528; 55.38000;      -4.33992; 85.62905;1.00000;2
974.82905; 55.40000;      -4.33002; 85.62697;1.00000;2
974.83376; 55.42000;      -4.32032; 85.62654;1.00000;2
974.83880; 55.44000;      -4.31182; 85.62712;1.00000;2
974.84358; 55.46000;      -4.30546; 85.62790;1.00000;2
974.84857; 55.48000;      -4.30111; 85.62807;1.00000;2
974.85473; 55.50000;      -4.29808; 85.62686;1.00000;2
974.86232; 55.52000;      -4.29566; 85.62423;1.00000;2
974.87016; 55.54000;      -4.29320; 85.62159;1.00000;2
974.87709; 55.56000;      -4.29018; 85.62037;1.00000;2
974.88329; 55.58000;      -4.28737; 85.62054;1.00000;2
974.88965; 55.60000;      -4.28618; 85.62133;1.00000;2
974.89680; 55.62000;      -4.28737; 85.62195;1.00000;2
974.90483; 55.64000;      -4.29032; 85.62150;1.00000;2
974.91372; 55.66000;      -4.29423; 85.61929;1.00000;2
974.92276; 55.68000;      -4.29763; 85.61638;1.00000;2
974.93092; 55.70000;      -4.29872; 85.61471;1.00000;2
974.93781; 55.72000;      -4.29729; 85.61492;1.00000;2
974.94430; 55.74000;      -4.29613; 85.61512;1.00000;2
974.95135; 55.76000;      -4.29795; 85.61341;1.00000;2
974.95934; 55.78000;      -4.30163; 85.61048;1.00000;2
974.96835; 55.80000;      -4.30409; 85.60834;1.00000;2
974.97764; 55.82000;      -4.30356; 85.60802;1.00000;2
974.98485; 55.84000;      -4.30088; 85.60856;1.00000;2
974.98782; 55.86000;      -4.29706; 85.60891;1.00000;2
974.98791; 55.88000;      -4.29216; 85.60886;1.00000;2
974.98825; 55.90000;      -4.28573; 85.60864;1.00000;2
974.99050; 55.92000;      -4.27768; 85.60848;1.00000;2
974.99338; 55.94000;      -4.26860; 85.60860;1.00000;2
974.99543; 55.96000;      -4.25904; 85.60910;1.00000;2
974.99619; 55.98000;      -4.24832; 85.60934;1.00000;2
974.99576; 56.00000;      -4.23517; 85.60825;1.00000;2
974.99449; 56.02000;      -4.21936; 85.60563;1.00000;2
974.99320; 56.04000;      -4.20277; 85.60296;1.00000;2
974.99270; 56.06000;      -4.18731; 85.60173;1.00000;2
974.99314; 56.08000;      -4.17301; 85.60191;1.00000;2
974.99440; 56.10000;      -4.15897; 85.60269;1.00000;2
974.99613; 56.12000;      -4.14477; 85.60328;1.00000;2
974.99770; 56.14000;      -4.13086; 85.60285;1.00000;2
974.99853; 56.16000;      -4.11780; 85.60077;1.00000;2
974.99911; 56.18000;      -4.10580; 85.59792;1.00000;2
975.00047; 56.20000;      -4.09487; 85.59595;1.00000;2
975.00306; 56.22000;      -4.08483; 85.59566;1.00000;2
975.00623; 56.24000;      -4.07501; 85.59616;1.00000;2
975.00925; 56.26000;      -4.06487; 85.59643;1.00000;2
975.01200; 56.28000;      -4.05545; 85.59637;1.00000;2
975.01464; 56.30000;      -4.04864; 85.59626;1.00000;2
975.01757; 56.32000;      -4.04506; 85.59627;1.00000;2
975.02169; 56.34000;      -4.04301; 85.59629;1.00000;2
975.02771; 56.36000;      -4.04073; 85.59618;1.00000;2
975.03455; 56.38000;      -4.03845; 85.59611;1.00000;2
975.04020; 56.40000;      -4.03743; 85.59639;1.00000;2
975.04409; 56.42000;      -4.03832; 85.59690;1.00000;2
975.04850; 56.44000;      -4.04056; 85.59660;1.00000;2
975.05562; 56.46000;      -4.04349; 85.59459;1.00000;2
975.06427; 56.48000;      -4.04659; 85.59172;1.00000;2
975.07154; 56.50000;      -4.04941; 85.58974;1.00000;2
975.07614; 56.52000;      -4.05152; 85.58948;1.00000;2
975.07992; 56.54000;      -4.05249; 85.58996;1.00000;2
975.08480; 56.56000;      -4.05200; 85.59013;1.00000;2
975.09007; 56.58000;      -4.05074; 85.59000;1.00000;2
975.09365; 56.60000;      -4.04989; 85.59016;1.00000;2
975.09507; 56.62000;      -4.04978; 85.59064;1.00000;2
975.09707; 56.64000;      -4.04916; 85.59038;1.00000;2
975.10226; 56.66000;      -4.04676; 85.58840;1.00000;2
975.10906; 56.68000;      -4.04298; 85.58553;1.00000;2
975.11376; 56.70000;      -4.03908; 85.58352;1.00000;2
975.11480; 56.72000;      -4.03571; 85.58321;1.00000;2
975.11479; 56.74000;      -4.03223; 85.58372;1.00000;2
975.11656; 56.76000;      -4.02796; 85.58405;1.00000;2
975.12040; 56.78000;      -4.02289; 85.58401;1.00000;2
975.12529; 56.80000;      -4.01734; 85.58380;1.00000;2
975.13022; 56.82000;      -4.01166; 85.58364;1.00000;2
975.13425; 56.84000;      -4.00626; 85.58376;1.00000;2
975.13664; 56.86000;      -4.00147; 85.58426;1.00000;2
975.13826; 56.88000;      -3.99708; 85.58449;1.00000;2
975.14084; 56.90000;      -3.99260; 85.58340;1.00000;2
975.14511; 56.92000;      -3.98804; 85.58079;1.00000;2
975.14989; 56.94000;      -3.98439; 85.57812;1.00000;2
975.15390; 56.96000;      -3.98254; 85.57689;1.00000;2
975.15700; 56.98000;      -3.98148; 85.57707;1.00000;2
975.15964; 57.00000;      -3.97922; 85.57785;1.00000;2
975.16224; 57.02000;      -3.97491; 85.57842;1.00000;2
975.16518; 57.04000;      -3.96992; 85.57800;1.00000;2
975.16879; 57.06000;      -3.96567; 85.57594;1.00000;2
975.17288; 57.08000;      -3.96192; 85.57311;1.00000;2
975.17705; 57.10000;      -3.95754; 85.57108;1.00000;2
975.18106; 57.12000;      -3.95222; 85.57069;1.00000;2
975.18499; 57.14000;      -3.94726; 85.57125;1.00000;2
975.18895; 57.16000;      -3.94397; 85.57190;1.00000;2
975.19296; 57.18000;      -3.94218; 85.57201;1.00000;2
975.19699; 57.20000;      -3.94094; 85.57107;1.00000;2
975.20102; 57.22000;      -3.93959; 85.56889;1.00000;2
975.20501; 57.24000;      -3.93796; 85.56599;1.00000;2
975.20893; 57.26000;      -3.93598; 85.56294;1.00000;2
975.21290; 57.28000;      -3.93351; 85.56033;1.00000;2
975.21708; 57.30000;      -3.93041; 85.55873;1.00000;2
975.22139; 57.32000;      -3.92695; 85.55838;1.00000;2
975.22521; 57.34000;      -3.92419; 85.55883;1.00000;2
975.22803; 57.36000;      -3.92312; 85.55954;1.00000;2
975.23052; 57.38000;      -3.92297; 85.55973;1.00000;2
975.23400; 57.40000;      -3.92214; 85.55853;1.00000;2
975.23914; 57.42000;      -3.91969; 85.55587;1.00000;2
975.24537; 57.44000;      -3.91604; 85.55325;1.00000;2
975.25200; 57.46000;      -3.91176; 85.55215;1.00000;2
975.25880; 57.48000;      -3.90759; 85.55238;1.00000;2
975.26572; 57.50000;      -3.90431; 85.55289;1.00000;2
975.27266; 57.52000;      -3.90266; 85.55301;1.00000;2
975.27939; 57.54000;      -3.90321; 85.55285;1.00000;2
975.28568; 57.56000;      -3.90636; 85.55263;1.00000;2
975.29163; 57.58000;      -3.91121; 85.55258;1.00000;2
975.29749; 57.60000;      -3.91616; 85.55293;1.00000;2
975.30355; 57.62000;      -3.92000; 85.55347;1.00000;2
975.31021; 57.64000;      -3.92224; 85.55315;1.00000;2
975.31767; 57.66000;      -3.92263; 85.55101;1.00000;2
975.32455; 57.68000;      -3.92225; 85.54808;1.00000;2
975.32866; 57.70000;      -3.92282; 85.54637;1.00000;2
975.32946; 57.72000;      -3.92450; 85.54657;1.00000;2
975.32969; 57.74000;      -3.92443; 85.54678;1.00000;2
975.33204; 57.76000;      -3.91979; 85.54511;1.00000;2
975.33578; 57.78000;      -3.91164; 85.54220;1.00000;2
975.33845; 57.80000;      -3.90293; 85.53999;1.00000;2
975.33881; 57.82000;      -3.89522; 85.53954;1.00000;2
975.33815; 57.84000;      -3.88723; 85.54015;1.00000;2
975.33789; 57.86000;      -3.87758; 85.54096;1.00000;2
975.33804; 57.88000;      -3.86676; 85.54113;1.00000;2
975.33792; 57.90000;      -3.85621; 85.53989;1.00000;2
975.33720; 57.92000;      -3.84650; 85.53722;1.00000;2
975.33623; 57.94000;      -3.83647; 85.53461;1.00000;2
975.33541; 57.96000;      -3.82495; 85.53353;1.00000;2
975.33499; 57.98000;      -3.81222; 85.53377;1.00000;2
975.33511; 58.00000;      -3.79932; 85.53425;1.00000;2
975.33567; 58.02000;      -3.78712; 85.53432;1.00000;2
975.33602; 58.04000;      -3.77622; 85.53419;1.00000;2
975.33563; 58.06000;      -3.76707; 85.53412;1.00000;2
975.33530; 58.08000;      -3.75964; 85.53413;1.00000;2
975.33653; 58.10000;      -3.75361; 85.53417;1.00000;2
975.33961; 58.12000;      -3.74838; 85.53417;1.00000;2
975.34256; 58.14000;      -3.74283; 85.53416;1.00000;2
975.34344; 58.16000;      -3.73596; 85.53416;1.00000;2
975.34298; 58.18000;      -3.72858; 85.53416;1.00000;2
975.34327; 58.20000;      -3.72242; 85.53416;1.00000;2
975.34550; 58.22000;      -3.71882; 85.53415;1.00000;2
975.34900; 58.24000;      -3.71833; 85.53415;1.00000;2
975.35293; 58.26000;      -3.72118; 85.53419;1.00000;2
975.35665; 58.28000;      -3.72537; 85.53421;1.00000;2
975.35968; 58.30000;      -3.72777; 85.53413;1.00000;2
975.36208; 58.32000;      -3.72690; 85.53400;1.00000;2
975.36505; 58.34000;      -3.72440; 85.53407;1.00000;2
975.36972; 58.36000;      -3.72219; 85.53456;1.00000;2
975.37590; 58.38000;      -3.72151; 85.53479;1.00000;2
975.38269; 58.40000;      -3.72318; 85.53371;1.00000;2
975.38913; 58.42000;      -3.72699; 85.53110;1.00000;2
975.39412; 58.44000;      -3.73066; 85.52843;1.00000;2
975.39678; 58.46000;      -3.73196; 85.52720;1.00000;2
975.39798; 58.48000;      -3.73151; 85.52738;1.00000;2
975.39949; 58.50000;      -3.73134; 85.52816;1.00000;2
975.40233; 58.52000;      -3.73257; 85.52873;1.00000;2
975.40601; 58.54000;      -3.73451; 85.52831;1.00000;2
975.40989; 58.56000;      -3.73631; 85.52626;1.00000;2
975.41356; 58.58000;      -3.73741; 85.52343;1.00000;2
975.41676; 58.60000;      -3.73736; 85.52138;1.00000;2
975.41947; 58.62000;      -3.73610; 85.52096;1.00000;2
975.42222; 58.64000;      -3.73423; 85.52153;1.00000;2
975.42549; 58.66000;      -3.73244; 85.52231;1.00000;2
975.42919; 58.68000;      -3.73131; 85.52249;1.00000;2
975.43292; 58.70000;      -3.73142; 85.52126;1.00000;2
975.43625; 58.72000;      -3.73236; 85.51859;1.00000;2
975.43864; 58.74000;      -3.73188; 85.51598;1.00000;2
975.43964; 58.76000;      -3.72791; 85.51490;1.00000;2
975.43950; 58.78000;      -3.72174; 85.51514;1.00000;2
975.43885; 58.80000;      -3.71640; 85.51561;1.00000;2
975.43822; 58.82000;      -3.71316; 85.51568;1.00000;2
975.43796; 58.84000;      -3.70988; 85.51555;1.00000;2
975.43832; 58.86000;      -3.70429; 85.51551;1.00000;2
975.43889; 58.88000;      -3.69650; 85.51555;1.00000;2
975.43896; 58.90000;      -3.68782; 85.51550;1.00000;2
975.43833; 58.92000;      -3.67935; 85.51537;1.00000;2
975.43793; 58.94000;      -3.67171; 85.51544;1.00000;2
975.43862; 58.96000;      -3.66540; 85.51593;1.00000;2
975.43974; 58.98000;      -3.66008; 85.51617;1.00000;2
975.43987; 59.00000;      -3.65495; 85.51507;1.00000;2
975.43881; 59.02000;      -3.64937; 85.51242;1.00000;2
975.43865; 59.04000;      -3.64300; 85.50977;1.00000;2
975.44146; 59.06000;      -3.63573; 85.50867;1.00000;2
975.44668; 59.08000;      -3.62917; 85.50891;1.00000;2
975.45234; 59.10000;      -3.62586; 85.50940;1.00000;2
975.45717; 59.12000;      -3.62667; 85.50948;1.00000;2
975.46111; 59.14000;      -3.62935; 85.50935;1.00000;2
975.46434; 59.16000;      -3.63157; 85.50927;1.00000;2
975.46738; 59.18000;      -3.63368; 85.50929;1.00000;2
975.47095; 59.20000;      -3.63743; 85.50932;1.00000;2
975.47545; 59.22000;      -3.64323; 85.50932;1.00000;2
975.48063; 59.24000;      -3.64890; 85.50931;1.00000;2
975.48613; 59.26000;      -3.65226; 85.50934;1.00000;2
975.49117; 59.28000;      -3.65385; 85.50936;1.00000;2
975.49471; 59.30000;      -3.65553; 85.50928;1.00000;2
975.49638; 59.32000;      -3.65804; 85.50915;1.00000;2
975.49693; 59.34000;      -3.65986; 85.50923;1.00000;2
975.49725; 59.36000;      -3.65940; 85.50972;1.00000;2
975.49763; 59.38000;      -3.65671; 85.50996;1.00000;2
975.49812; 59.40000;      -3.65266; 85.50886;1.00000;2
975.49879; 59.42000;      -3.64823; 85.50621;1.00000;2
975.49972; 59.44000;      -3.64446; 85.50356;1.00000;2
975.50097; 59.46000;      -3.64228; 85.50246;1.00000;2
975.50226; 59.48000;      -3.64108; 85.50270;1.00000;2
975.50315; 59.50000;      -3.63950; 85.50319;1.00000;2
975.50326; 59.52000;      -3.63649; 85.50328;1.00000;2
975.50240; 59.54000;      -3.63157; 85.50314;1.00000;2
975.50052; 59.56000;      -3.62453; 85.50305;1.00000;2
975.49858; 59.58000;      -3.61660; 85.50306;1.00000;2
975.49807; 59.60000;      -3.60974; 85.50312;1.00000;2
975.49939; 59.62000;      -3.60459; 85.50316;1.00000;2
975.50083; 59.64000;      -3.59917; 85.50313;1.00000;2
975.50066; 59.66000;      -3.59151; 85.50299;1.00000;2
975.49917; 59.68000;      -3.58249; 85.50292;1.00000;2
975.49769; 59.70000;      -3.57446; 85.50323;1.00000;2
975.49703; 59.72000;      -3.56890; 85.50376;1.00000;2
975.49697; 59.74000;      -3.56555; 85.50345;1.00000;2
975.49725; 59.76000;      -3.56389; 85.50136;1.00000;2
975.49828; 59.78000;      -3.56272; 85.49844;1.00000;2
975.50081; 59.80000;      -3.56053; 85.49665;1.00000;2
975.50475; 59.82000;      -3.55667; 85.49672;1.00000;2
975.50835; 59.84000;      -3.55228; 85.49701;1.00000;2
975.50990; 59.86000;      -3.54860; 85.49582;1.00000;2
975.50963; 59.88000;      -3.54609; 85.49314;1.00000;2
975.50876; 59.90000;      -3.54479; 85.48985;1.00000;2
975.50816; 59.92000;      -3.54408; 85.48679;1.00000;2
975.50797; 59.94000;      -3.54216; 85.48473;1.00000;2
975.50826; 59.96000;      -3.53739; 85.48431;1.00000;2
975.50907; 59.98000;      -3.53123; 85.48466;1.00000;2
975.51039; 60.00000;      -3.52667; 85.48420;1.00000;2
